"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"UDLED3TN","journalArticle","2010","Yu, L.; Ji, W.; Zhang, H.; Renda, M. J.; He, Y.; Lin, S.; Cheng, E. C.; Chen, H.; Krause, D. S.; Min, W.","SENP1-mediated GATA1 deSUMOylation is critical for definitive erythropoiesis","J. Exp. Med.","","","","","","2010-06","2019-05-25 21:31:02","2019-05-25 21:31:02","","1183-1195","","6","207","","","","","","","","","","","","","","","","","Citation Key: pmid20457756","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z2G7T6R7","journalArticle","2010","Kassmer, S. H.; Krause, D. S.","Detection of bone marrow-derived lung epithelial cells","Exp. Hematol.","","","","","","2010-07","2019-05-25 21:31:02","2019-05-25 21:31:02","","564-573","","7","38","","","","","","","","","","","","","","","","","Citation Key: pmid20447442","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XTV29A6Q","journalArticle","2010","Mohamadnejad, M.; Sohail, M. A.; Watanabe, A.; Krause, D. S.; Swenson, E. S.; Mehal, W. Z.","Adenosine inhibits chemotaxis and induces hepatocyte-specific genes in bone marrow mesenchymal stem cells","Hepatology","","","","","","2010-03","2019-05-25 21:31:02","2019-05-25 21:31:02","","963-973","","3","51","","","","","","","","","","","","","","","","","Citation Key: pmid20044808","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CYEM9QV4","journalArticle","2009","Cohen, J. B.; Krause, D. S.","Understanding the mysteries of iPS cells","Yale J Biol Med","","","","","","2009-09","2019-05-25 21:31:02","2019-05-25 21:31:02","","105-107","","3","82","","","","","","","","","","","","","","","","","Citation Key: pmid19774121","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SFPM9DHZ","journalArticle","2009","Mahajan, M. C.; Karmakar, S.; Newburger, P. E.; Krause, D. S.; Weissman, S. M.","Dynamics of alpha-globin locus chromatin structure and gene expression during erythroid differentiation of human CD34(+) cells in culture","Exp. Hematol.","","","","","","2009-10","2019-05-25 21:31:03","2019-05-25 21:31:03","","1143-1156","","10","37","","","","","","","","","","","","","","","","","Citation Key: pmid19607874","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C44R8RFV","journalArticle","2009","Cheng, E. C.; Luo, Q.; Bruscia, E. M.; Renda, M. J.; Troy, J. A.; Massaro, S. A.; Tuck, D.; Schulz, V.; Mane, S. M.; Berliner, N.; Sun, Y.; Morris, S. W.; Qiu, C.; Krause, D. S.","Role for MKL1 in megakaryocytic maturation","Blood","","","","","","2009-03","2019-05-25 21:31:03","2019-05-25 21:31:03","","2826-2834","","12","113","","","","","","","","","","","","","","","","","Citation Key: pmid19136660","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KBWFWSSY","journalArticle","2009","Swenson, E. S.; Xanthopoulos, J.; Nottoli, T.; McGrath, J.; Theise, N. D.; Krause, D. S.","Chimeric mice reveal clonal development of pancreatic acini, but not islets","Biochem. Biophys. Res. Commun.","","","","","","2009-02","2019-05-25 21:31:03","2019-05-25 21:31:03","","526-531","","2","379","","","","","","","","","","","","","","","","","Citation Key: pmid19116141","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SVZQPHFU","journalArticle","2009","Bruscia, E. M.; Zhang, P. X.; Ferreira, E.; Caputo, C.; Emerson, J. W.; Tuck, D.; Krause, D. S.; Egan, M. E.","Macrophages directly contribute to the exaggerated inflammatory response in cystic fibrosis transmembrane conductance regulator-/- mice","Am. J. Respir. Cell Mol. Biol.","","","","","","2009-03","2019-05-25 21:31:03","2019-05-25 21:31:03","","295-304","","3","40","","","","","","","","","","","","","","","","","Citation Key: pmid18776130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YAG7V3Z3","journalArticle","2008","Chin, J. Y.; Kuan, J. Y.; Lonkar, P. S.; Krause, D. S.; Seidman, M. M.; Peterson, K. R.; Nielsen, P. E.; Kole, R.; Glazer, P. M.","Correction of a splice-site mutation in the beta-globin gene stimulated by triplex-forming peptide nucleic acids","Proc. Natl. Acad. Sci. U.S.A.","","","","","","2008-09","2019-05-25 21:31:03","2019-05-25 21:31:03","","13514-13519","","36","105","","","","","","","","","","","","","","","","","Citation Key: pmid18757759","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VE5NMY5Z","journalArticle","2008","Krause, D. S.","Bone marrow-derived lung epithelial cells","Proc Am Thorac Soc","","","","","","2008-08","2019-05-25 21:31:03","2019-05-25 21:31:03","","699-702","","6","5","","","","","","","","","","","","","","","","","Citation Key: pmid18684720","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XX284XW2","journalArticle","2008","Swenson, E. S.; Guest, I.; Ilic, Z.; Mazzeo-Helgevold, M.; Lizardi, P.; Hardiman, C.; Sell, S.; Krause, D. S.","Hepatocyte nuclear factor-1 as marker of epithelial phenotype reveals marrow-derived hepatocytes, but not duct cells, after liver injury in mice","Stem Cells","","","","","","2008-07","2019-05-25 21:31:04","2019-05-25 21:31:04","","1768-1777","","7","26","","","","","","","","","","","","","","","","","Citation Key: pmid18467658","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N9BSDWV4","journalArticle","2008","Krause, D. S.","Bone marrow-derived cells and stem cells in lung repair","Proc Am Thorac Soc","","","","","","2008-04","2019-05-25 21:31:04","2019-05-25 21:31:04","","323-327","","3","5","","","","","","","","","","","","","","","","","Citation Key: pmid18403327","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KPJ95WGS","journalArticle","2008","Swenson, E. S.; Kuwahara, R.; Krause, D. S.; Theise, N. D.","Physiological variations of stem cell factor and stromal-derived factor-1 in murine models of liver injury and regeneration","Liver Int.","","","","","","2008-03","2019-05-25 21:31:04","2019-05-25 21:31:04","","308-318","","3","28","","","","","","","","","","","","","","","","","Citation Key: pmid18290773","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LKLIH9VU","journalArticle","2008","Weiner, S. A.; Caputo, C.; Bruscia, E.; Ferreira, E. C.; Price, J. E.; Krause, D. S.; Egan, M. E.","Rectal potential difference and the functional expression of CFTR in the gastrointestinal epithelia in cystic fibrosis mouse models","Pediatr. Res.","","","","","","2008-01","2019-05-25 21:31:04","2019-05-25 21:31:04","","73-78","","1","63","","","","","","","","","","","","","","","","","Citation Key: pmid18043508","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3Q7M6ET7","journalArticle","2007","Swenson, E. S.; Price, J. G.; Brazelton, T.; Krause, D. S.","Limitations of green fluorescent protein as a cell lineage marker","Stem Cells","","","","","","2007-10","2019-05-25 21:31:05","2019-05-25 21:31:05","","2593-2600","","10","25","","","","","","","","","","","","","","","","","Citation Key: pmid17615263","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LPB3SCJW","journalArticle","2007","Guo, J. K.; Cheng, E. C.; Wang, L.; Swenson, E. S.; Ardito, T. A.; Kashgarian, M.; Cantley, L. G.; Krause, D. S.","The commonly used beta-actin-GFP transgenic mouse strain develops a distinct type of glomerulosclerosis","Transgenic Res.","","","","","","2007-12","2019-05-25 21:31:05","2019-05-25 21:31:05","","829-834","","6","16","","","","","","","","","","","","","","","","","Citation Key: pmid17594530","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HVVWS483","journalArticle","2007","Herzog, E. L.; Van Arnam, J.; Hu, B.; Zhang, J.; Chen, Q.; Haberman, A. M.; Krause, D. S.","Lung-specific nuclear reprogramming is accompanied by heterokaryon formation and Y chromosome loss following bone marrow transplantation and secondary inflammation","FASEB J.","","","","","","2007-08","2019-05-25 21:31:05","2019-05-25 21:31:05","","2592-2601","","10","21","","","","","","","","","","","","","","","","","Citation Key: pmid17449722","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NHDB34UH","journalArticle","2007","Bizzarro, M. J.; Bhandari, V.; Krause, D. S.; Smith, B. R.; Gross, I.","Circulating stem cells in extremely preterm neonates","Acta Paediatr.","","","","","","2007-04","2019-05-25 21:31:05","2019-05-25 21:31:05","","521-525","","4","96","","","","","","","","","","","","","","","","","Citation Key: pmid17391470","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YBXJLGQZ","journalArticle","2007","Ma, X.; Renda, M. J.; Wang, L.; Cheng, E. C.; Niu, C.; Morris, S. W.; Chi, A. S.; Krause, D. S.","Rbm15 modulates Notch-induced transcriptional activation and affects myeloid differentiation","Mol. Cell. Biol.","","","","","","2007-04","2019-05-25 21:31:05","2019-05-25 21:31:05","","3056-3064","","8","27","","","","","","","","","","","","","","","","","Citation Key: pmid17283045","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3WJSS372","journalArticle","2005","Van Arnam, J. S.; Herzog, E.; Grove, J.; Bruscia, E.; Ziegler, E.; Swenson, S.; Krause, D. S.","Engraftment of bone marrow-derived epithelial cells","Stem Cell Rev","","","","","","2005","2019-05-25 21:31:05","2019-05-25 21:31:05","","21-27","","1","1","","","","","","","","","","","","","","","","","Citation Key: pmid17132871","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N2GL5QCL","journalArticle","2006","Herzog, E. L.; Krause, D. S.","Engraftment of marrow-derived epithelial cells: the role of fusion","Proc Am Thorac Soc","","","","","","2006-11","2019-05-25 21:31:05","2019-05-25 21:31:05","","691-695","","8","3","","","","","","","","","","","","","","","","","Citation Key: pmid17065375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZU4BECNJ","journalArticle","2006","Herzog, E. L.; Van Arnam, J.; Hu, B.; Krause, D. S.","Threshold of lung injury required for the appearance of marrow-derived lung epithelia","Stem Cells","","","","","","2006-08","2019-05-25 21:31:05","2019-05-25 21:31:05","","1986-1992","","8","24","","","","","","","","","","","","","","","","","Citation Key: pmid16868209","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YMVQY4U5","journalArticle","2006","Guo, J. K.; Ardito, T. A.; Kashgarian, M.; Krause, D. S.","Prevention of mesangial sclerosis by bone marrow transplantation","Kidney Int.","","","","","","2006-09","2019-05-25 21:31:06","2019-05-25 21:31:06","","910-913","","5","70","","","","","","","","","","","","","","","","","Citation Key: pmid16850025","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DI3SWLI4","journalArticle","2006","Bruscia, E. M.; Ziegler, E. C.; Price, J. E.; Weiner, S.; Egan, M. E.; Krause, D. S.","Engraftment of donor-derived epithelial cells in multiple organs following bone marrow transplantation into newborn mice","Stem Cells","","","","","","2006-10","2019-05-25 21:31:06","2019-05-25 21:31:06","","2299-2308","","10","24","","","","","","","","","","","","","","","","","Citation Key: pmid16794262","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9AME5UND","journalArticle","2006","Bruscia, E. M.; Price, J. E.; Cheng, E. C.; Weiner, S.; Caputo, C.; Ferreira, E. C.; Egan, M. E.; Krause, D. S.","Assessment of cystic fibrosis transmembrane conductance regulator (CFTR) activity in CFTR-null mice after bone marrow transplantation","Proc. Natl. Acad. Sci. U.S.A.","","","","","","2006-02","2019-05-25 21:31:06","2019-05-25 21:31:06","","2965-2970","","8","103","","","","","","","","","","","","","","","","","Citation Key: pmid16481627","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KNDBSMWV","journalArticle","2006","Guo, J. K.; Schedl, A.; Krause, D. S.","Bone marrow transplantation can attenuate the progression of mesangial sclerosis","Stem Cells","","","","","","2006-02","2019-05-25 21:31:06","2019-05-25 21:31:06","","406-415","","2","24","","","","","","","","","","","","","","","","","Citation Key: pmid16150922","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P7UQUFRV","journalArticle","2005","Krause, D. S.","The importance of National Blood Foundation funding","Transfusion","","","","","","2005-08","2019-05-25 21:31:06","2019-05-25 21:31:06","","67S-71S","","2 Suppl","45","","","","","","","","","","","","","","","","","Citation Key: pmid16086791","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HQ2HJC7R","journalArticle","2005","Radtke, C.; Akiyama, Y.; Lankford, K. L.; Vogt, P. M.; Krause, D. S.; Kocsis, J. D.","Integration of engrafted Schwann cells into injured peripheral nerve: axonal association and nodal formation on regenerated axons","Neurosci. Lett.","","","","","","2005-10","2019-05-25 21:31:07","2019-05-25 21:31:07","","85-89","","2","387","","","","","","","","","","","","","","","","","Citation Key: pmid16084645","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"76LWG5RG","journalArticle","2005","Krause, D. S.","Engraftment of bone marrow-derived epithelial cells","Ann. N. Y. Acad. Sci.","","","","","","2005-06","2019-05-25 21:31:07","2019-05-25 21:31:07","","117-124","","","1044","","","","","","","","","","","","","","","","","Citation Key: pmid15958704","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6ZPHIBG5","journalArticle","2004","Abbott, J. D.; Huang, Y.; Liu, D.; Hickey, R.; Krause, D. S.; Giordano, F. J.","Stromal cell-derived factor-1alpha plays a critical role in stem cell recruitment to the heart after myocardial infarction but is not sufficient to induce homing in the absence of injury","Circulation","","","","","","2004-11","2019-05-25 21:31:07","2019-05-25 21:31:07","","3300-3305","","21","110","","","","","","","","","","","","","","","","","Citation Key: pmid15533866","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D9UHDQBJ","journalArticle","2004","Borue, X.; Lee, S.; Grove, J.; Herzog, E. L.; Harris, R.; Diflo, T.; Glusac, E.; Hyman, K.; Theise, N. D.; Krause, D. S.","Bone marrow-derived cells contribute to epithelial engraftment during wound healing","Am. J. Pathol.","","","","","","2004-11","2019-05-25 21:31:07","2019-05-25 21:31:07","","1767-1772","","5","165","","","","","","","","","","","","","","","","","Citation Key: pmid15509544","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YCE8STBX","journalArticle","2004","Grove, J. E.; Bruscia, E.; Krause, D. S.","Plasticity of bone marrow-derived stem cells","Stem Cells","","","","","","2004","2019-05-25 21:31:07","2019-05-25 21:31:07","","487-500","","4","22","","","","","","","","","","","","","","","","","Citation Key: pmid15277695","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DYL2DRRN","journalArticle","2004","Harris, R. G.; Herzog, E. L.; Bruscia, E. M.; Grove, J. E.; Van Arnam, J. S.; Krause, D. S.","Lack of a fusion requirement for development of bone marrow-derived epithelia","Science","","","","","","2004-07","2019-05-25 21:31:07","2019-05-25 21:31:07","","90-93","","5680","305","","","","","","","","","","","","","","","","","Citation Key: pmid15232107","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LU6APH2S","journalArticle","2004","Angelopoulou, M. K.; Rinder, H.; Wang, C.; Burtness, B.; Cooper, D. L.; Krause, D. S.","A preclinical xenotransplantation animal model to assess human hematopoietic stem cell engraftment","Transfusion","","","","","","2004-04","2019-05-25 21:31:08","2019-05-25 21:31:08","","555-566","","4","44","","","","","","","","","","","","","","","","","Citation Key: pmid15043572","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XYAM7TUC","journalArticle","2003","Herzog, E. L.; Chai, L.; Krause, D. S.","Plasticity of marrow-derived stem cells","Blood","","","","","","2003-11","2019-05-25 21:31:08","2019-05-25 21:31:08","","3483-3493","","10","102","","","","","","","","","","","","","","","","","Citation Key: pmid12893756","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YKHGN6EI","journalArticle","2003","Kale, S.; Karihaloo, A.; Clark, P. R.; Kashgarian, M.; Krause, D. S.; Cantley, L. G.","Bone marrow stem cells contribute to repair of the ischemically injured renal tubule","J. Clin. Invest.","","","","","","2003-07","2019-05-25 21:31:08","2019-05-25 21:31:08","","42-49","","1","112","","","","","","","","","","","","","","","","","Citation Key: pmid12824456","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WDTYBUUG","journalArticle","2003","Angelopoulou, M.; Novelli, E.; Grove, J. E.; Rinder, H. M.; Civin, C.; Cheng, L.; Krause, D. S.","Cotransplantation of human mesenchymal stem cells enhances human myelopoiesis and megakaryocytopoiesis in NOD/SCID mice","Exp. Hematol.","","","","","","2003-05","2019-05-25 21:31:08","2019-05-25 21:31:08","","413-420","","5","31","","","","","","","","","","","","","","","","","Citation Key: pmid12763140","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KEE5GI34","journalArticle","2002","Krause, D. S.","BM-derived stem cells for the treatment of nonhematopoietic diseases","Cytotherapy","","","","","","2002","2019-05-25 21:31:08","2019-05-25 21:31:08","","503-506","","6","4","","","","","","","","","","","","","","","","","Citation Key: pmid12568982","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"744UK7FS","journalArticle","2002","Grove, J. E.; Lutzko, C.; Priller, J.; Henegariu, O.; Theise, N. D.; Kohn, D. B.; Krause, D. S.","Marrow-derived cells as vehicles for delivery of gene therapy to pulmonary epithelium","Am. J. Respir. Cell Mol. Biol.","","","","","","2002-12","2019-05-25 21:31:08","2019-05-25 21:31:08","","645-651","","6","27","","","","","","","","","","","","","","","","","Citation Key: pmid12444022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JTDYQ69Y","journalArticle","2002","Ma, X.; Husain, T.; Peng, H.; Lin, S.; Mironenko, O.; Maun, N.; Johnson, S.; Tuck, D.; Berliner, N.; Krause, D. S.; Perkins, A. S.","Development of a murine hematopoietic progenitor complementary DNA microarray using a subtracted complementary DNA library","Blood","","","","","","2002-08","2019-05-25 21:31:08","2019-05-25 21:31:08","","833-844","","3","100","","","","","","","","","","","","","","","","","Citation Key: pmid12130493","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VAVMHCPR","journalArticle","2002","Krause, D. S.","Regulation of hematopoietic stem cell fate","Oncogene","","","","","","2002-05","2019-05-25 21:31:09","2019-05-25 21:31:09","","3262-3269","","21","21","","","","","","","","","","","","","","","","","Citation Key: pmid12032767","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LTLKU5QK","journalArticle","2002","Krause, D. S.","Plasticity of marrow-derived stem cells","Gene Ther.","","","","","","2002-06","2019-05-25 21:31:09","2019-05-25 21:31:09","","754-758","","11","9","","","","","","","","","","","","","","","","","Citation Key: pmid12032704","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UFRQDAAP","journalArticle","2001","Krause, D. S.; Theise, N. D.; Collector, M. I.; Henegariu, O.; Hwang, S.; Gardner, R.; Neutzel, S.; Sharkis, S. J.","Multi-organ, multi-lineage engraftment by a single bone marrow-derived stem cell","Cell","","","","","","2001-05","2019-05-25 21:31:09","2019-05-25 21:31:09","","369-377","","3","105","","","","","","","","","","","","","","","","","Citation Key: pmid11348593","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YYY4QYA6","journalArticle","2001","Perez, L. E.; Rinder, H. M.; Wang, C.; Tracey, J. B.; Maun, N.; Krause, D. S.","Xenotransplantation of immunodeficient mice with mobilized human blood CD34+ cells provides an in vivo model for human megakaryocytopoiesis and platelet production","Blood","","","","","","2001-03","2019-05-25 21:31:09","2019-05-25 21:31:09","","1635-1643","","6","97","","","","","","","","","","","","","","","","","Citation Key: pmid11238102","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RAUD6HH2","journalArticle","2000","Debelak, J.; Shlomchik, M. J.; Snyder, E. L.; Cooper, D.; Seropian, S.; McGuirk, J.; Smith, B.; Krause, D. S.","Isolation and flow cytometric analysis of T-cell-depleted CD34+ PBPCs","Transfusion","","","","","","2000-12","2019-05-25 21:31:09","2019-05-25 21:31:09","","1475-1481","","12","40","","","","","","","","","","","","","","","","","Citation Key: pmid11134567","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9A5QFWDW","journalArticle","2000","Taranenko, N.; Krause, D. S.","Regulation of CD34 transcription by Sp1 requires sites upstream and downstream of the transcription start site","Exp. Hematol.","","","","","","2000-08","2019-05-25 21:31:09","2019-05-25 21:31:09","","974-984","","8","28","","","","","","","","","","","","","","","","","Citation Key: pmid10989198","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3Z7IYAGV","journalArticle","1999","Donnelly, D. S.; Zelterman, D.; Sharkis, S.; Krause, D. S.","Functional activity of murine CD34+ and CD34- hematopoietic stem cell populations","Exp. Hematol.","","","","","","1999-05","2019-05-25 21:31:09","2019-05-25 21:31:09","","788-796","","5","27","","","","","","","","","","","","","","","","","Citation Key: pmid10340393","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GMSEFVRX","journalArticle","1998","Lawson, N. D.; Krause, D. S.; Berliner, N.","Normal neutrophil differentiation and secondary granule gene expression in the EML and MPRO cell lines","Exp. Hematol.","","","","","","1998-11","2019-05-25 21:31:10","2019-05-25 21:31:10","","1178-1185","","12","26","","","","","","","","","","","","","","","","","Citation Key: pmid9808058","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"96F7CEFM","journalArticle","1998","Garcia-Sanchez, F.; Pizzorno, G.; Fu, S. Q.; Nanakorn, T.; Krause, D. S.; Liang, J.; Adams, E.; Leffert, J. J.; Yin, L. H.; Cooperberg, M. R.; Hanania, E.; Wang, W. L.; Won, J. H.; Peng, X. Y.; Cote, R.; Brown, R.; Burtness, B.; Giles, R.; Crystal, R.; Deisseroth, A. B.","Cytosine deaminase adenoviral vector and 5-fluorocytosine selectively reduce breast cancer cells 1 million-fold when they contaminate hematopoietic cells: a potential purging method for autologous transplantation","Blood","","","","","","1998-07","2019-05-25 21:31:10","2019-05-25 21:31:10","","672-682","","2","92","","","","","","","","","","","","","","","","","Citation Key: pmid9657770","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"63UNC5K2","journalArticle","1995","Schoen, R. T.; Meurice, F.; Brunet, C. M.; Cretella, S.; Krause, D. S.; Craft, J. E.; Fikrig, E.","Safety and immunogenicity of an outer surface protein A vaccine in subjects with previous Lyme disease","J. Infect. Dis.","","","","","","1995-11","2019-05-25 21:31:10","2019-05-25 21:31:10","","1324-1329","","5","172","","","","","","","","","","","","","","","","","Citation Key: pmid7594671","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
